nom,debut,fin,genre,lateralite,set,systeme,coup,type_service,type_coup,zone_jeu,faute,distance_x_jA,distance_y_jA,zone_joueur_jA,distance_x_jB,distance_y_jB,zone_joueur_jB,joueurA,joueurB,num_point
FAN-ZHENDONG,6645,6720,garcon,coup_droit,1,att/att,FAN-ZHENDONG,lat_droit,,m1,,-72.2215,279.66595,g7,99.862976,-46.013794,h3,FAN-ZHENDONG,TRULS-MOREGARD,0
TRULS-MOREGARD,6721,6733,garcon,coup_droit,1,att/att,TRULS-MOREGARD,,defensif,d3,,-86.2392,235.96082,h6,59.769592,-137.0,g4,FAN-ZHENDONG,TRULS-MOREGARD,0
FAN-ZHENDONG,6734,6746,garcon,coup_droit,1,att/att,FAN-ZHENDONG,,defensif,g2,,-59.83362,251.04865,g6,42.66815,-148.7532,g4,FAN-ZHENDONG,TRULS-MOREGARD,0
TRULS-MOREGARD,6747,6755,garcon,revers,1,att/att,TRULS-MOREGARD,,offensif,g3,,-51.432556,303.62683,g7,42.66815,-148.7532,g4,FAN-ZHENDONG,TRULS-MOREGARD,0
FAN-ZHENDONG,6756,6767,garcon,revers,1,att/att,serveur_point_pour,,intermediaire,,out,-85.756714,292.52667,h7,58.11084,-144.81738,g4,FAN-ZHENDONG,TRULS-MOREGARD,0
FAN-ZHENDONG,7177,7217,garcon,coup_droit,1,att/att,FAN-ZHENDONG,lat_droit,,m2,,89.678406,-31.19757,h3,-89.43707,277.12396,h7,FAN-ZHENDONG,TRULS-MOREGARD,1
TRULS-MOREGARD,7218,7237,garcon,revers,1,att/att,TRULS-MOREGARD,,defensif,m3,,69.64313,-98.439575,g4,-50.22699,260.19623,g6,FAN-ZHENDONG,TRULS-MOREGARD,1
FAN-ZHENDONG,7238,7254,garcon,coup_droit,1,att/att,FAN-ZHENDONG,,defensif,g2,,80.116394,-125.356476,h3,-58.3468,303.8717,g7,FAN-ZHENDONG,TRULS-MOREGARD,1
TRULS-MOREGARD,7255,7273,garcon,revers,1,att/att,serveur_point_pour,,offensif,,out,66.50391,-125.3436,g4,-49.794617,366.56714,g8,FAN-ZHENDONG,TRULS-MOREGARD,1
TRULS-MOREGARD,7670,7675,garcon,coup_droit,1,att/att,TRULS-MOREGARD,lat_droit,,m2,,-400,-400,f8,-400,-400,f8,FAN-ZHENDONG,TRULS-MOREGARD,2
FAN-ZHENDONG,7676,7695,garcon,revers,1,att/att,FAN-ZHENDONG,,defensif,g2,,-400,-400,f8,-76.415405,270.44574,h6,FAN-ZHENDONG,TRULS-MOREGARD,2
TRULS-MOREGARD,7696,7705,garcon,coup_droit,1,att/att,serveur_point_contre,,offensif,m3,pt_gagne,-400,-400,f8,-120.67236,227.34418,h5,FAN-ZHENDONG,TRULS-MOREGARD,2
TRULS-MOREGARD,8012,8039,garcon,coup_droit,1,att/att,TRULS-MOREGARD,lat_droit,,g3,,-400,-400,f8,-400,-400,f8,FAN-ZHENDONG,TRULS-MOREGARD,3
FAN-ZHENDONG,8040,8057,garcon,revers,1,att/att,serveur_point_pour,,intermediaire,,out,-73.77405,279.7179,g7,62.00299,-94.60156,g4,FAN-ZHENDONG,TRULS-MOREGARD,3
FAN-ZHENDONG,8459,8503,garcon,coup_droit,1,att/att,FAN-ZHENDONG,lat_droit,,m2,,-86.09503,283.24066,h7,89.73596,-34.871887,h3,FAN-ZHENDONG,TRULS-MOREGARD,4
TRULS-MOREGARD,8504,8514,garcon,revers,1,att/att,TRULS-MOREGARD,,intermediaire,g3,,-44.93341,253.73785,g6,63.507874,-176.40363,g4,FAN-ZHENDONG,TRULS-MOREGARD,4
FAN-ZHENDONG,8515,8532,garcon,revers,1,att/att,serveur_point_pour,,intermediaire,,filet,-66.20361,273.23547,g6,76.39984,-98.460724,h3,FAN-ZHENDONG,TRULS-MOREGARD,4
FAN-ZHENDONG,9000,9039,garcon,coup_droit,1,att/att,FAN-ZHENDONG,lat_droit,,g2,,-78.53992,276.7624,h7,89.678406,-31.19757,h3,FAN-ZHENDONG,TRULS-MOREGARD,5
TRULS-MOREGARD,9040,9050,garcon,revers,1,att/att,TRULS-MOREGARD,,intermediaire,m2,,-115.83496,246.43268,h6,69.454956,-79.45929,g4,FAN-ZHENDONG,TRULS-MOREGARD,5
FAN-ZHENDONG,9051,9065,garcon,revers,1,att/att,FAN-ZHENDONG,,intermediaire,m3,,-103.86554,286.9486,h7,84.31073,-121.49692,h3,FAN-ZHENDONG,TRULS-MOREGARD,5
TRULS-MOREGARD,9066,9075,garcon,revers,1,att/att,TRULS-MOREGARD,,intermediaire,m3,,-93.968506,359.47235,h8,74.68524,-172.39331,g4,FAN-ZHENDONG,TRULS-MOREGARD,5
FAN-ZHENDONG,9076,9086,garcon,revers,1,att/att,FAN-ZHENDONG,,offensif,g3,,-86.5918,353.23352,h8,59.159058,-172.43793,g4,FAN-ZHENDONG,TRULS-MOREGARD,5
TRULS-MOREGARD,9087,9098,garcon,revers,1,att/att,TRULS-MOREGARD,,intermediaire,m3,,-87.10864,379.83923,h8,36.680786,-192.52228,g5,FAN-ZHENDONG,TRULS-MOREGARD,5
FAN-ZHENDONG,9099,9111,garcon,coup_droit,1,att/att,FAN-ZHENDONG,,offensif,g3,,-102.72095,368.7094,h8,106.47363,-216.38028,h5,FAN-ZHENDONG,TRULS-MOREGARD,5
TRULS-MOREGARD,9112,9134,garcon,revers,1,att/att,serveur_point_pour,,intermediaire,,out,-50.101685,354.76672,g8,122.83667,-140.88406,h4,FAN-ZHENDONG,TRULS-MOREGARD,5
TRULS-MOREGARD,9718,9724,garcon,coup_droit,1,att/att,TRULS-MOREGARD,lat_droit,,g2,,-400,-400,f8,-400,-400,f8,FAN-ZHENDONG,TRULS-MOREGARD,6
FAN-ZHENDONG,9725,9742,garcon,revers,1,att/att,serveur_point_contre,,defensif,m1,pt_gagne,-83.540405,267.54492,h6,72.77594,-75.70352,g4,FAN-ZHENDONG,TRULS-MOREGARD,6
TRULS-MOREGARD,10126,10133,garcon,coup_droit,1,att/att,TRULS-MOREGARD,lat_droit,,d2,,-400,-400,f8,-400,-400,f8,FAN-ZHENDONG,TRULS-MOREGARD,7
FAN-ZHENDONG,10134,10147,garcon,coup_droit,1,att/att,FAN-ZHENDONG,,defensif,m2,,-400,-400,f8,-45.737976,284.97638,g7,FAN-ZHENDONG,TRULS-MOREGARD,7
TRULS-MOREGARD,10148,10158,garcon,coup_droit,1,att/att,TRULS-MOREGARD,,defensif,d2,,-400,-400,f8,-66.86865,251.26788,g6,FAN-ZHENDONG,TRULS-MOREGARD,7
FAN-ZHENDONG,10159,10171,garcon,revers,1,att/att,FAN-ZHENDONG,,offensif,g3,,-400,-400,f8,-53.586914,250.85394,g6,FAN-ZHENDONG,TRULS-MOREGARD,7
TRULS-MOREGARD,10172,10185,garcon,revers,1,att/att,serveur_point_pour,,intermediaire,,filet,-400,-400,f8,-46.602417,312.6037,g7,FAN-ZHENDONG,TRULS-MOREGARD,7
FAN-ZHENDONG,10701,10730,garcon,coup_droit,1,att/att,FAN-ZHENDONG,lat_droit,,g1,,-400,-400,f8,-400,-400,f8,FAN-ZHENDONG,TRULS-MOREGARD,8
TRULS-MOREGARD,10731,10744,garcon,coup_droit,1,att/att,TRULS-MOREGARD,,defensif,m3,,59.853394,-148.73685,g4,-86.354126,232.76385,h6,FAN-ZHENDONG,TRULS-MOREGARD,8
FAN-ZHENDONG,10745,10758,garcon,revers,1,att/att,FAN-ZHENDONG,,intermediaire,m2,,47.76776,-133.1004,g4,-75.42993,276.65918,g7,FAN-ZHENDONG,TRULS-MOREGARD,8
TRULS-MOREGARD,10759,10771,garcon,coup_droit,1,att/att,TRULS-MOREGARD,,offensif,g3,,10.82074,-137.0,m4,-78.53931,343.96368,h8,FAN-ZHENDONG,TRULS-MOREGARD,8
FAN-ZHENDONG,10772,10782,garcon,revers,1,att/att,FAN-ZHENDONG,,intermediaire,g3,,7.1210938,-172.58746,m4,-85.708984,376.84918,h8,FAN-ZHENDONG,TRULS-MOREGARD,8
TRULS-MOREGARD,10783,10792,garcon,revers,1,att/att,TRULS-MOREGARD,,intermediaire,m2,,68.8786,-196.39682,g5,-125.39484,372.58466,h8,FAN-ZHENDONG,TRULS-MOREGARD,8
FAN-ZHENDONG,10793,10807,garcon,revers,1,att/att,FAN-ZHENDONG,,intermediaire,g2,,78.9541,-241.09975,h6,-131.9451,378.7533,i8,FAN-ZHENDONG,TRULS-MOREGARD,8
TRULS-MOREGARD,10808,10819,garcon,revers,1,att/att,TRULS-MOREGARD,,intermediaire,g3,,52.42871,-208.60196,g5,-88.06,394.46198,h8,FAN-ZHENDONG,TRULS-MOREGARD,8
FAN-ZHENDONG,10820,10832,garcon,revers,1,att/att,FAN-ZHENDONG,,offensif,g2,,67.471375,-232.97314,g6,-98.56012,377.37842,h8,FAN-ZHENDONG,TRULS-MOREGARD,8
TRULS-MOREGARD,10833,10844,garcon,revers,1,att/att,TRULS-MOREGARD,,intermediaire,m3,,87.24933,-208.3999,h5,-125.911865,400,h8,FAN-ZHENDONG,TRULS-MOREGARD,8
FAN-ZHENDONG,10845,10865,garcon,coup_droit,1,att/att,serveur_point_pour,,offensif,,filet,86.55237,-220.57468,h5,-170.88287,400,i8,FAN-ZHENDONG,TRULS-MOREGARD,8
FAN-ZHENDONG,11486,11524,garcon,coup_droit,1,att/att,FAN-ZHENDONG,lat_droit,,g2,,-400,-400,f8,-400,-400,f8,FAN-ZHENDONG,TRULS-MOREGARD,9
TRULS-MOREGARD,11525,11534,garcon,revers,1,att/att,TRULS-MOREGARD,,intermediaire,g3,,-63.78131,276.2727,g7,67.03717,-90.81427,g4,FAN-ZHENDONG,TRULS-MOREGARD,9
FAN-ZHENDONG,11535,11545,garcon,revers,1,att/att,FAN-ZHENDONG,,offensif,g3,,-99.640625,332.74194,h8,82.61371,-121.49478,h3,FAN-ZHENDONG,TRULS-MOREGARD,9
TRULS-MOREGARD,11546,11552,garcon,revers,1,att/att,serveur_point_contre,,offensif,d3,pt_gagne,-106.159485,342.0268,h8,105.39154,-160.46164,h4,FAN-ZHENDONG,TRULS-MOREGARD,9
TRULS-MOREGARD,12099,12106,garcon,coup_droit,1,att/att,TRULS-MOREGARD,lat_droit,,d3,,-400,-400,f8,-400,-400,f8,FAN-ZHENDONG,TRULS-MOREGARD,10
FAN-ZHENDONG,12107,12121,garcon,coup_droit,1,att/att,FAN-ZHENDONG,,defensif,g2,,-400,-400,f8,-36.225464,296.96637,g7,FAN-ZHENDONG,TRULS-MOREGARD,10
TRULS-MOREGARD,12122,12133,garcon,revers,1,att/att,TRULS-MOREGARD,,intermediaire,m3,,-400,-400,f8,-93.33356,277.25323,h7,FAN-ZHENDONG,TRULS-MOREGARD,10
FAN-ZHENDONG,12134,12148,garcon,revers,1,att/att,serveur_point_contre,,offensif,d2,pt_gagne,-400,-400,f8,-102.70032,296.20166,h7,FAN-ZHENDONG,TRULS-MOREGARD,10
TRULS-MOREGARD,12585,12630,garcon,coup_droit,1,att/att,TRULS-MOREGARD,lat_droit,,d2,,-78.61359,180.51953,h4,75.50189,-168.42511,g4,FAN-ZHENDONG,TRULS-MOREGARD,11
FAN-ZHENDONG,12631,12644,garcon,coup_droit,1,att/att,FAN-ZHENDONG,,defensif,d3,,-57.923157,263.581,g6,59.385437,-83.195465,g4,FAN-ZHENDONG,TRULS-MOREGARD,11
TRULS-MOREGARD,12645,12655,garcon,coup_droit,1,att/att,TRULS-MOREGARD,,offensif,d2,,-42.940735,272.46942,g6,59.385437,-83.195465,g4,FAN-ZHENDONG,TRULS-MOREGARD,11
FAN-ZHENDONG,12656,12670,garcon,coup_droit,1,att/att,FAN-ZHENDONG,,intermediaire,d3,,-4.5404053,255.6062,m6,-27.947021,-180.71222,d4,FAN-ZHENDONG,TRULS-MOREGARD,11
TRULS-MOREGARD,12671,12679,garcon,revers,1,att/att,TRULS-MOREGARD,,intermediaire,m3,,22.622742,307.0747,m7,-160.33719,-185.24594,f5,FAN-ZHENDONG,TRULS-MOREGARD,11
FAN-ZHENDONG,12680,12704,garcon,revers,1,att/att,serveur_point_pour,,intermediaire,,filet,64.22015,296.498,d7,-128.93542,-289.46536,f7,FAN-ZHENDONG,TRULS-MOREGARD,11
FAN-ZHENDONG,13374,13409,garcon,coup_droit,1,att/att,FAN-ZHENDONG,lat_droit,,m2,,188.24152,243.31726,f6,-400,-400,f8,FAN-ZHENDONG,TRULS-MOREGARD,12
TRULS-MOREGARD,13410,13422,garcon,coup_droit,1,att/att,TRULS-MOREGARD,,defensif,g2,,188.24152,243.31726,f6,52.22583,-168.4845,g4,FAN-ZHENDONG,TRULS-MOREGARD,12
FAN-ZHENDONG,13423,13435,garcon,revers,1,att/att,FAN-ZHENDONG,,offensif,m2,,188.24152,243.31726,f6,44.483093,-180.45728,g4,FAN-ZHENDONG,TRULS-MOREGARD,12
TRULS-MOREGARD,13436,13450,garcon,revers,1,att/att,serveur_point_pour,,intermediaire,,filet,188.24152,243.31726,f6,83.20111,-102.297516,h3,FAN-ZHENDONG,TRULS-MOREGARD,12
FAN-ZHENDONG,14063,14105,garcon,coup_droit,1,att/att,FAN-ZHENDONG,lat_droit,,g2,,-73.77405,279.7179,g7,90.56354,-34.878784,h3,FAN-ZHENDONG,TRULS-MOREGARD,13
TRULS-MOREGARD,14106,14124,garcon,revers,1,att/att,TRULS-MOREGARD,,defensif,d2,,-72.245056,254.59601,g6,68.65082,-83.2359,g4,FAN-ZHENDONG,TRULS-MOREGARD,13
FAN-ZHENDONG,14125,14140,garcon,coup_droit,1,att/att,FAN-ZHENDONG,,defensif,g2,,-64.095825,291.78094,g7,62.878906,-98.418396,g4,FAN-ZHENDONG,TRULS-MOREGARD,13
TRULS-MOREGARD,14141,14163,garcon,coup_droit,1,att/att,serveur_point_pour,,intermediaire,,out,-91.23181,270.92993,h6,5.258728,-188.63214,m5,FAN-ZHENDONG,TRULS-MOREGARD,13
TRULS-MOREGARD,14719,14724,garcon,coup_droit,1,att/att,TRULS-MOREGARD,lat_droit,,g2,,-400,-400,f8,-400,-400,f8,FAN-ZHENDONG,TRULS-MOREGARD,14
FAN-ZHENDONG,14725,14745,garcon,revers,1,att/att,serveur_point_pour,,defensif,,filet,-80.09552,276.81403,h7,67.98883,-102.25461,g4,FAN-ZHENDONG,TRULS-MOREGARD,14
TRULS-MOREGARD,15152,15160,garcon,coup_droit,1,att/att,TRULS-MOREGARD,lat_droit,,g2,,-400,-400,f8,-400,-400,f8,FAN-ZHENDONG,TRULS-MOREGARD,15
FAN-ZHENDONG,15161,15174,garcon,revers,1,att/att,FAN-ZHENDONG,,defensif,m1,,65.382935,-94.61319,g4,-81.869995,270.62402,h6,FAN-ZHENDONG,TRULS-MOREGARD,15
TRULS-MOREGARD,15175,15192,garcon,coup_droit,1,att/att,TRULS-MOREGARD,,defensif,g3,,75.6438,-106.10205,g4,-149.44522,241.06049,i6,FAN-ZHENDONG,TRULS-MOREGARD,15
FAN-ZHENDONG,15193,15206,garcon,revers,1,att/att,FAN-ZHENDONG,,offensif,g2,,70.44946,-94.630585,g4,-99.76013,213.80951,h5,FAN-ZHENDONG,TRULS-MOREGARD,15
TRULS-MOREGARD,15207,15214,garcon,revers,1,att/att,TRULS-MOREGARD,,offensif,g3,,88.99097,-94.69437,h3,-119.08203,312.1623,h7,FAN-ZHENDONG,TRULS-MOREGARD,15
FAN-ZHENDONG,15215,15234,garcon,revers,1,att/att,serveur_point_pour,,intermediaire,,out,76.18036,-152.64499,h4,-121.213806,299.93414,h7,FAN-ZHENDONG,TRULS-MOREGARD,15
FAN-ZHENDONG,15843,15885,garcon,coup_droit,1,att/att,FAN-ZHENDONG,lat_droit,,d2,,-400,-400,f8,-400,-400,f8,FAN-ZHENDONG,TRULS-MOREGARD,16
TRULS-MOREGARD,15886,15898,garcon,coup_droit,1,att/att,TRULS-MOREGARD,,defensif,m3,,47.263428,-229.02531,g6,-46.18799,266.33362,g6,FAN-ZHENDONG,TRULS-MOREGARD,16
FAN-ZHENDONG,15899,15912,garcon,revers,1,att/att,FAN-ZHENDONG,,intermediaire,g3,,5.3189697,-180.59512,m4,-31.867737,284.5058,g7,FAN-ZHENDONG,TRULS-MOREGARD,16
TRULS-MOREGARD,15913,15920,garcon,revers,1,att/att,TRULS-MOREGARD,,intermediaire,g3,,27.193176,-129.19608,g4,-75.43787,322.76422,g8,FAN-ZHENDONG,TRULS-MOREGARD,16
FAN-ZHENDONG,15921,15940,garcon,revers,1,att/att,serveur_point_pour,,intermediaire,,filet,81.31842,-152.63849,h4,-100.53302,329.7525,h8,FAN-ZHENDONG,TRULS-MOREGARD,16
FAN-ZHENDONG,16463,16501,garcon,coup_droit,1,att/att,FAN-ZHENDONG,lat_droit,,g2,,-84.42938,286.28912,h7,92.21826,-34.892517,h3,FAN-ZHENDONG,TRULS-MOREGARD,17
TRULS-MOREGARD,16502,16515,garcon,revers,1,att/att,TRULS-MOREGARD,,intermediaire,m3,,-65.1167,257.52478,g6,62.769165,-192.40503,g5,FAN-ZHENDONG,TRULS-MOREGARD,17
FAN-ZHENDONG,16516,16525,garcon,revers,1,att/att,FAN-ZHENDONG,,offensif,g2,,-95.30615,286.6582,h7,73.90918,-102.2713,g4,FAN-ZHENDONG,TRULS-MOREGARD,17
TRULS-MOREGARD,16526,16534,garcon,coup_droit,1,att/att,TRULS-MOREGARD,,intermediaire,g3,,-122.47522,306.14264,h7,57.534424,-188.41425,g5,FAN-ZHENDONG,TRULS-MOREGARD,17
FAN-ZHENDONG,16535,16545,garcon,revers,1,att/att,serveur_point_pour,,intermediaire,,filet,-152.21307,331.68347,i8,64.338806,-172.42303,g4,FAN-ZHENDONG,TRULS-MOREGARD,17
TRULS-MOREGARD,18673,18718,garcon,coup_droit,2,att/att,TRULS-MOREGARD,lat_droit,,g2,,-50.447327,282.04004,g7,-400,-400,f8,FAN-ZHENDONG,TRULS-MOREGARD,18
FAN-ZHENDONG,18719,18745,garcon,revers,2,att/att,serveur_point_pour,,intermediaire,,out,-45.96234,275.68146,g7,-400,-400,f8,FAN-ZHENDONG,TRULS-MOREGARD,18
TRULS-MOREGARD,19066,19072,garcon,coup_droit,2,att/att,TRULS-MOREGARD,lat_droit,,m3,,-400,-400,f8,-400,-400,f8,FAN-ZHENDONG,TRULS-MOREGARD,19
FAN-ZHENDONG,19073,19081,garcon,revers,2,att/att,FAN-ZHENDONG,,intermediaire,g3,,-30.976929,290.64087,g7,79.77545,-98.47128,h3,FAN-ZHENDONG,TRULS-MOREGARD,19
TRULS-MOREGARD,19082,19092,garcon,coup_droit,2,att/att,TRULS-MOREGARD,,offensif,g3,,-46.304504,324.71082,g8,108.8183,-38.705994,h3,FAN-ZHENDONG,TRULS-MOREGARD,19
FAN-ZHENDONG,19093,19100,garcon,revers,2,att/att,FAN-ZHENDONG,,intermediaire,g3,,-54.072205,375.54626,g8,125.64453,-117.70654,h3,FAN-ZHENDONG,TRULS-MOREGARD,19
TRULS-MOREGARD,19101,19120,garcon,revers,2,att/att,serveur_point_pour,,intermediaire,,out,-100.98352,400,h8,120.86566,-129.25519,h3,FAN-ZHENDONG,TRULS-MOREGARD,19
FAN-ZHENDONG,19560,19565,garcon,coup_droit,2,att/att,FAN-ZHENDONG,lat_droit,,m2,,-400,-400,f8,-400,-400,f8,FAN-ZHENDONG,TRULS-MOREGARD,20
TRULS-MOREGARD,19566,19578,garcon,coup_droit,2,att/att,TRULS-MOREGARD,,defensif,d2,,81.263,-83.290924,h3,-63.55609,257.47534,g6,FAN-ZHENDONG,TRULS-MOREGARD,20
FAN-ZHENDONG,19579,19594,garcon,coup_droit,2,att/att,FAN-ZHENDONG,,intermediaire,d3,,40.151,-184.47534,g5,-36.55359,281.57208,g7,FAN-ZHENDONG,TRULS-MOREGARD,20
TRULS-MOREGARD,19595,19610,garcon,coup_droit,2,att/att,serveur_point_contre,,intermediaire,d3,pt_gagne,-56.099365,-180.81131,d4,53.688538,290.7793,d7,FAN-ZHENDONG,TRULS-MOREGARD,20
FAN-ZHENDONG,20195,20240,garcon,coup_droit,2,att/att,FAN-ZHENDONG,lat_droit,,m2,,97.15668,-129.24023,h3,-74.84143,222.79388,g5,FAN-ZHENDONG,TRULS-MOREGARD,21
TRULS-MOREGARD,20241,20254,garcon,revers,2,att/att,TRULS-MOREGARD,,defensif,m3,,62.940613,-106.07019,g4,-65.1167,257.52478,g6,FAN-ZHENDONG,TRULS-MOREGARD,21
FAN-ZHENDONG,20255,20268,garcon,coup_droit,2,att/att,FAN-ZHENDONG,,offensif,g3,,62.940613,-106.07019,g4,-67.0603,244.93738,g6,FAN-ZHENDONG,TRULS-MOREGARD,21
TRULS-MOREGARD,20269,20276,garcon,revers,2,att/att,TRULS-MOREGARD,,offensif,d3,,46.968994,-148.74911,g4,-94.94183,295.93268,h7,FAN-ZHENDONG,TRULS-MOREGARD,21
FAN-ZHENDONG,20277,20290,garcon,coup_droit,2,att/att,serveur_point_pour,,intermediaire,,out,88.841675,-140.89484,h4,-86.627075,310.99707,h7,FAN-ZHENDONG,TRULS-MOREGARD,21
TRULS-MOREGARD,20779,20786,garcon,coup_droit,2,att/att,TRULS-MOREGARD,lat_droit,,g1,,-400,-400,f8,-400,-400,f8,FAN-ZHENDONG,TRULS-MOREGARD,22
FAN-ZHENDONG,20787,20800,garcon,revers,2,att/att,FAN-ZHENDONG,,defensif,m2,,-60.67871,276.16974,g7,82.84003,-75.7536,h3,FAN-ZHENDONG,TRULS-MOREGARD,22
TRULS-MOREGARD,20801,20816,garcon,coup_droit,2,att/att,TRULS-MOREGARD,,defensif,m1,,-76.61554,310.63763,h7,140.6687,-57.405304,i3,FAN-ZHENDONG,TRULS-MOREGARD,22
