nom,debut,fin,genre,lateralite,set,systeme,coup,type_service,type_coup,zone_jeu,faute,effet_coup,coor_balle_x,coor_balle_y,coor_balle_z,joueur_frappe,joueur_sur
FAN-ZHENDONG,12775,12785,garcon,revers,2,att/att,FAN-ZHENDONG,,offensif,m3,,topspin,-16.288308525085448,103.2485907236735,2,FAN-ZHENDONG,ALEXIS-LEBRUN
ALEXIS-LEBRUN,12786,12798,garcon,coup_droit,2,att/att,ALEXIS-LEBRUN,,intermediaire,d3,,topspin,-28.865215682983397,-126.74456207752227,2,ALEXIS-LEBRUN,FAN-ZHENDONG
FAN-ZHENDONG,12799,12807,garcon,coup_droit,2,att/att,FAN-ZHENDONG,,offensif,g2,,topspin,-34.934370613098146,66.63073336283365,2,FAN-ZHENDONG,ALEXIS-LEBRUN
ALEXIS-LEBRUN,12808,12832,garcon,revers,2,att/att,serveur_point_pour,,intermediaire,,filet,bloc,,,,ALEXIS-LEBRUN,FAN-ZHENDONG
ALEXIS-LEBRUN,13135,13171,garcon,coup_droit,2,att/att,ALEXIS-LEBRUN,lat_droit,,m2,,,-17.877437782287597,-65.31033722559611,2,ALEXIS-LEBRUN,FAN-ZHENDONG
FAN-ZHENDONG,13172,13185,garcon,revers,2,att/att,FAN-ZHENDONG,,intermediaire,g3,,flip,-37.11113986968994,117.18444620768229,2,FAN-ZHENDONG,ALEXIS-LEBRUN
ALEXIS-LEBRUN,13186,13203,garcon,revers,2,att/att,serveur_point_pour,,offensif,,out,topspin,,,,ALEXIS-LEBRUN,FAN-ZHENDONG
ALEXIS-LEBRUN,13508,13523,garcon,coup_droit,2,att/att,ALEXIS-LEBRUN,lat_droit,,g3,,,39.533639144897464,-106.80233874320984,2,ALEXIS-LEBRUN,FAN-ZHENDONG
FAN-ZHENDONG,13524,13532,garcon,revers,2,att/att,FAN-ZHENDONG,,offensif,m2,,topspin,-8.824007797241212,86.68886693318684,2,FAN-ZHENDONG,ALEXIS-LEBRUN
ALEXIS-LEBRUN,13533,13554,garcon,revers,2,att/att,serveur_point_pour,,offensif,,out,topspin,,,,ALEXIS-LEBRUN,FAN-ZHENDONG
FAN-ZHENDONG,13996,14016,garcon,coup_droit,2,att/att,FAN-ZHENDONG,lat_droit,,m2,,,-9.130696487426757,53.61706428527832,2,FAN-ZHENDONG,ALEXIS-LEBRUN
ALEXIS-LEBRUN,14017,14030,garcon,coup_droit,2,att/att,ALEXIS-LEBRUN,,defensif,m2,,poussette,-10.455479431152344,-89.24292278289795,2,ALEXIS-LEBRUN,FAN-ZHENDONG
FAN-ZHENDONG,14031,14043,garcon,coup_droit,2,att/att,FAN-ZHENDONG,,offensif,g3,,topspin,-56.219860553741455,120.84578946431478,2,FAN-ZHENDONG,ALEXIS-LEBRUN
ALEXIS-LEBRUN,14044,14057,garcon,revers,2,att/att,ALEXIS-LEBRUN,,intermediaire,m1,,bloc,-15.108661651611328,-43.290395228068036,2,ALEXIS-LEBRUN,FAN-ZHENDONG
FAN-ZHENDONG,14058,14067,garcon,coup_droit,2,att/att,serveur_point_contre,,offensif,d2,pt_gagne,topspin,56.53042144775391,81.32483139038087,2,FAN-ZHENDONG,ALEXIS-LEBRUN
FAN-ZHENDONG,14537,14562,garcon,coup_droit,2,att/att,FAN-ZHENDONG,lat_droit,,m2,,,-6.565380477905274,59.24198849995931,2,FAN-ZHENDONG,ALEXIS-LEBRUN
ALEXIS-LEBRUN,14563,14578,garcon,revers,2,att/att,ALEXIS-LEBRUN,,defensif,g2,,poussette,46.3978515625,-88.22398319244385,2,ALEXIS-LEBRUN,FAN-ZHENDONG
FAN-ZHENDONG,14579,14593,garcon,revers,2,att/att,FAN-ZHENDONG,,intermediaire,m3,,topspin,8.568982315063476,97.95185038248698,2,FAN-ZHENDONG,ALEXIS-LEBRUN
ALEXIS-LEBRUN,14594,14620,garcon,coup_droit,2,att/att,serveur_point_pour,,offensif,,filet,topspin,,,,ALEXIS-LEBRUN,FAN-ZHENDONG
ALEXIS-LEBRUN,14945,14962,garcon,revers,2,att/att,ALEXIS-LEBRUN,lat_gauche,,m2,,,-15.27216033935547,-60.72844072977702,2,ALEXIS-LEBRUN,FAN-ZHENDONG
FAN-ZHENDONG,14963,14974,garcon,revers,2,att/att,FAN-ZHENDONG,,intermediaire,m3,,flip,-18.867714500427248,102.05199737548828,2,FAN-ZHENDONG,ALEXIS-LEBRUN
ALEXIS-LEBRUN,14975,14984,garcon,revers,2,att/att,ALEXIS-LEBRUN,,offensif,g3,,topspin,43.81476364135742,-132.0349341551463,2,ALEXIS-LEBRUN,FAN-ZHENDONG
FAN-ZHENDONG,14985,14992,garcon,revers,2,att/att,FAN-ZHENDONG,,offensif,g2,,topspin,-26.87875156402588,79.36865412394205,2,FAN-ZHENDONG,ALEXIS-LEBRUN
ALEXIS-LEBRUN,14993,15000,garcon,revers,2,att/att,ALEXIS-LEBRUN,,offensif,g2,,topspin,25.931871795654295,-89.28508898417155,2,ALEXIS-LEBRUN,FAN-ZHENDONG
FAN-ZHENDONG,15001,15012,garcon,revers,2,att/att,FAN-ZHENDONG,,intermediaire,m3,,topspin,-8.757392120361327,93.87252082824708,2,FAN-ZHENDONG,ALEXIS-LEBRUN
ALEXIS-LEBRUN,15013,15022,garcon,coup_droit,2,att/att,ALEXIS-LEBRUN,,offensif,g2,,topspin,33.02890205383301,-69.18625253041586,2,ALEXIS-LEBRUN,FAN-ZHENDONG
FAN-ZHENDONG,15023,15044,garcon,revers,2,att/att,serveur_point_pour,,intermediaire,,filet,bloc,,,,FAN-ZHENDONG,ALEXIS-LEBRUN
ALEXIS-LEBRUN,15314,15362,garcon,coup_droit,2,att/att,ALEXIS-LEBRUN,lat_droit,,d2,,,-28.239114570617676,-61.78087984720866,2,ALEXIS-LEBRUN,FAN-ZHENDONG
FAN-ZHENDONG,15363,15380,garcon,revers,2,att/att,FAN-ZHENDONG,,defensif,d2,,poussette,69.16741027832032,60.582387669881186,2,FAN-ZHENDONG,ALEXIS-LEBRUN
ALEXIS-LEBRUN,15381,15418,garcon,coup_droit,2,att/att,serveur_point_pour,,offensif,,filet,flip,,,,ALEXIS-LEBRUN,FAN-ZHENDONG
FAN-ZHENDONG,15904,15926,garcon,coup_droit,2,att/att,FAN-ZHENDONG,lat_droit,,m2,,,-8.983969497680665,69.43955459594727,2,FAN-ZHENDONG,ALEXIS-LEBRUN
ALEXIS-LEBRUN,15927,15940,garcon,revers,2,att/att,ALEXIS-LEBRUN,,offensif,m3,,flip,23.511485290527343,-99.31110283533732,2,ALEXIS-LEBRUN,FAN-ZHENDONG
FAN-ZHENDONG,15941,15953,garcon,revers,2,att/att,serveur_point_pour,,intermediaire,,out,topspin,,,,FAN-ZHENDONG,ALEXIS-LEBRUN
FAN-ZHENDONG,16478,16515,garcon,coup_droit,2,att/att,FAN-ZHENDONG,lat_droit,,m2,,,15.451300048828125,60.90355110168457,2,FAN-ZHENDONG,ALEXIS-LEBRUN
ALEXIS-LEBRUN,16516,16528,garcon,coup_droit,2,att/att,ALEXIS-LEBRUN,,defensif,m2,,poussette,4.5905311584472654,-74.74695625305176,2,ALEXIS-LEBRUN,FAN-ZHENDONG
FAN-ZHENDONG,16529,16542,garcon,revers,2,att/att,FAN-ZHENDONG,,defensif,g3,,poussette,-29.234787368774413,107.4790252685547,2,FAN-ZHENDONG,ALEXIS-LEBRUN
ALEXIS-LEBRUN,16543,16566,garcon,revers,2,att/att,serveur_point_pour,,offensif,,out,topspin,,,,ALEXIS-LEBRUN,FAN-ZHENDONG
ALEXIS-LEBRUN,16994,17023,garcon,coup_droit,2,att/att,ALEXIS-LEBRUN,lat_droit,,d2,,,-66.58692345619201,-63.35849329630534,2,ALEXIS-LEBRUN,FAN-ZHENDONG
FAN-ZHENDONG,17024,17037,garcon,coup_droit,2,att/att,FAN-ZHENDONG,,defensif,g3,,poussette,-53.43985557556152,120.52878952026367,2,FAN-ZHENDONG,ALEXIS-LEBRUN
ALEXIS-LEBRUN,17038,17052,garcon,revers,2,att/att,ALEXIS-LEBRUN,,defensif,d2,,poussette,-36.3155424118042,-74.3281686147054,2,ALEXIS-LEBRUN,FAN-ZHENDONG
FAN-ZHENDONG,17053,17065,garcon,coup_droit,2,att/att,FAN-ZHENDONG,,offensif,d3,,topspin,45.95110397338867,129.43703320821126,2,FAN-ZHENDONG,ALEXIS-LEBRUN
ALEXIS-LEBRUN,17066,17090,garcon,coup_droit,2,att/att,serveur_point_pour,,intermediaire,,filet,topspin,,,,ALEXIS-LEBRUN,FAN-ZHENDONG
ALEXIS-LEBRUN,17193,17237,garcon,coup_droit,3,att/att,ALEXIS-LEBRUN,lat_droit,,d2,,,40.80648345947266,47.275445302327476,2,ALEXIS-LEBRUN,FAN-ZHENDONG
FAN-ZHENDONG,17238,17263,garcon,coup_droit,3,att/att,serveur_point_pour,,defensif,,out,poussette,,,,FAN-ZHENDONG,ALEXIS-LEBRUN
ALEXIS-LEBRUN,17486,17509,garcon,coup_droit,3,att/att,ALEXIS-LEBRUN,lat_gauche,,m1,,,20.011194229125977,39.75921758015951,2,ALEXIS-LEBRUN,FAN-ZHENDONG
FAN-ZHENDONG,17510,17536,garcon,revers,3,att/att,serveur_point_pour,,intermediaire,,filet,flip,,,,FAN-ZHENDONG,ALEXIS-LEBRUN
FAN-ZHENDONG,17849,17874,garcon,coup_droit,3,att/att,FAN-ZHENDONG,lat_droit,,g3,,,37.30367736816406,-103.00652049382528,2,FAN-ZHENDONG,ALEXIS-LEBRUN
ALEXIS-LEBRUN,17875,17883,garcon,revers,3,att/att,ALEXIS-LEBRUN,,offensif,g3,,topspin,-26.398815727233888,129.16626714070637,2,ALEXIS-LEBRUN,FAN-ZHENDONG
FAN-ZHENDONG,17884,17904,garcon,revers,3,att/att,serveur_point_pour,,intermediaire,,out,topspin,,,,FAN-ZHENDONG,ALEXIS-LEBRUN
FAN-ZHENDONG,18256,18280,garcon,coup_droit,3,att/att,FAN-ZHENDONG,lat_droit,,d2,,,-58.239697742462155,-76.38873357772827,2,FAN-ZHENDONG,ALEXIS-LEBRUN
ALEXIS-LEBRUN,18281,18293,garcon,coup_droit,3,att/att,ALEXIS-LEBRUN,,defensif,m2,,poussette,-6.446340560913086,72.14930572509766,2,ALEXIS-LEBRUN,FAN-ZHENDONG
FAN-ZHENDONG,18294,18307,garcon,coup_droit,3,att/att,FAN-ZHENDONG,,defensif,d2,,poussette,-36.169786643981936,-59.452497227986655,2,FAN-ZHENDONG,ALEXIS-LEBRUN
ALEXIS-LEBRUN,18308,18333,garcon,coup_droit,3,att/att,serveur_point_pour,,intermediaire,,filet,flip,,,,ALEXIS-LEBRUN,FAN-ZHENDONG
ALEXIS-LEBRUN,18587,18655,garcon,coup_droit,3,att/att,serveur_point_pour,lat_gauche,,,out,,,,,ALEXIS-LEBRUN,FAN-ZHENDONG
ALEXIS-LEBRUN,18915,18933,garcon,coup_droit,3,att/att,ALEXIS-LEBRUN,lat_droit,,g1,,,-57.02586240768433,42.14083709716797,2,ALEXIS-LEBRUN,FAN-ZHENDONG
FAN-ZHENDONG,18934,18951,garcon,revers,3,att/att,FAN-ZHENDONG,,intermediaire,g2,,topspin,44.15943145751953,-89.85006904602051,2,FAN-ZHENDONG,ALEXIS-LEBRUN
ALEXIS-LEBRUN,18952,18960,garcon,revers,3,att/att,ALEXIS-LEBRUN,,offensif,d3,,topspin,27.491465759277343,93.36727549235026,2,ALEXIS-LEBRUN,FAN-ZHENDONG
FAN-ZHENDONG,18961,18983,garcon,coup_droit,3,att/att,serveur_point_pour,,intermediaire,,out,bloc,,,,FAN-ZHENDONG,ALEXIS-LEBRUN
FAN-ZHENDONG,19788,19812,garcon,coup_droit,3,att/att,FAN-ZHENDONG,lat_droit,,m2,,,-5.21177978515625,-65.65804942448933,2,FAN-ZHENDONG,ALEXIS-LEBRUN
ALEXIS-LEBRUN,19813,19832,garcon,revers,3,att/att,ALEXIS-LEBRUN,,defensif,g3,,poussette,-28.964523124694825,135.36744244893393,2,ALEXIS-LEBRUN,FAN-ZHENDONG
FAN-ZHENDONG,19833,19857,garcon,revers,3,att/att,serveur_point_pour,,intermediaire,,out,topspin,,,,FAN-ZHENDONG,ALEXIS-LEBRUN
FAN-ZHENDONG,20287,20316,garcon,coup_droit,3,att/att,FAN-ZHENDONG,lat_droit,,m2,,,-10.281079864501953,-70.43640505472818,2,FAN-ZHENDONG,ALEXIS-LEBRUN
ALEXIS-LEBRUN,20317,20329,garcon,revers,3,att/att,ALEXIS-LEBRUN,,intermediaire,m2,,flip,-13.899635314941406,85.65928344726562,2,ALEXIS-LEBRUN,FAN-ZHENDONG
FAN-ZHENDONG,20330,20342,garcon,revers,3,att/att,FAN-ZHENDONG,,intermediaire,g2,,topspin,50.90421981811524,-76.90654341379802,2,FAN-ZHENDONG,ALEXIS-LEBRUN
ALEXIS-LEBRUN,20343,20362,garcon,revers,3,att/att,serveur_point_pour,,offensif,,filet,topspin,,,,ALEXIS-LEBRUN,FAN-ZHENDONG
ALEXIS-LEBRUN,20645,20696,garcon,coup_droit,3,att/att,ALEXIS-LEBRUN,lat_gauche,,d1,,,42.948035049438474,34.98031756083171,2,ALEXIS-LEBRUN,FAN-ZHENDONG
FAN-ZHENDONG,20697,20716,garcon,coup_droit,3,att/att,serveur_point_pour,,defensif,,filet,poussette,,,,FAN-ZHENDONG,ALEXIS-LEBRUN
ALEXIS-LEBRUN,20988,21026,garcon,coup_droit,3,att/att,ALEXIS-LEBRUN,lat_droit,,g3,,,-34.514313507080075,109.50052922566732,2,ALEXIS-LEBRUN,FAN-ZHENDONG
FAN-ZHENDONG,21027,21044,garcon,revers,3,att/att,serveur_point_pour,,offensif,,out,topspin,,,,FAN-ZHENDONG,ALEXIS-LEBRUN
FAN-ZHENDONG,21508,21533,garcon,coup_droit,3,att/att,FAN-ZHENDONG,lat_droit,,m2,,,-12.803654861450195,-69.22055775324503,2,FAN-ZHENDONG,ALEXIS-LEBRUN
ALEXIS-LEBRUN,21534,21546,garcon,coup_droit,3,att/att,ALEXIS-LEBRUN,,defensif,m2,,poussette,1.0934436798095704,81.60814018249512,2,ALEXIS-LEBRUN,FAN-ZHENDONG
FAN-ZHENDONG,21547,21567,garcon,coup_droit,3,att/att,FAN-ZHENDONG,,intermediaire,g3,,topspin,61.53160552978515,-103.71173518498739,2,FAN-ZHENDONG,ALEXIS-LEBRUN
ALEXIS-LEBRUN,21568,21576,garcon,revers,3,att/att,serveur_point_contre,,offensif,d3,pt_gagne,topspin,39.264770126342775,133.0791965484619,2,ALEXIS-LEBRUN,FAN-ZHENDONG
FAN-ZHENDONG,22091,22133,garcon,coup_droit,3,att/att,FAN-ZHENDONG,lat_droit,,m2,,,-12.817179489135743,-70.67069705327351,2,FAN-ZHENDONG,ALEXIS-LEBRUN
ALEXIS-LEBRUN,22134,22146,garcon,coup_droit,3,att/att,ALEXIS-LEBRUN,,defensif,g3,,poussette,-47.92850818634033,119.90034675598145,2,ALEXIS-LEBRUN,FAN-ZHENDONG
FAN-ZHENDONG,22147,22156,garcon,revers,3,att/att,FAN-ZHENDONG,,offensif,m3,,topspin,-18.372826194763185,-117.85617661476135,2,FAN-ZHENDONG,ALEXIS-LEBRUN
ALEXIS-LEBRUN,22158,22167,garcon,coup_droit,3,att/att,serveur_point_contre,,offensif,d2,pt_gagne,topspin,54.30681610107422,74.82111511230468,2,ALEXIS-LEBRUN,FAN-ZHENDONG
ALEXIS-LEBRUN,22709,22737,garcon,coup_droit,3,att/att,ALEXIS-LEBRUN,lat_droit,,d2,,,36.43542671203613,65.21664568583171,2,ALEXIS-LEBRUN,FAN-ZHENDONG
FAN-ZHENDONG,22738,22751,garcon,coup_droit,3,att/att,FAN-ZHENDONG,,defensif,d2,,poussette,-60.896046781539916,-61.38009624481201,2,FAN-ZHENDONG,ALEXIS-LEBRUN
ALEXIS-LEBRUN,22752,22766,garcon,coup_droit,3,att/att,ALEXIS-LEBRUN,,intermediaire,m3,,flip,18.47292366027832,134.62146390279133,2,ALEXIS-LEBRUN,FAN-ZHENDONG
FAN-ZHENDONG,22767,22777,garcon,coup_droit,3,att/att,FAN-ZHENDONG,,offensif,d2,,topspin,-44.312739562988284,-64.58459688822428,2,FAN-ZHENDONG,ALEXIS-LEBRUN
ALEXIS-LEBRUN,22778,22793,garcon,coup_droit,3,att/att,ALEXIS-LEBRUN,,intermediaire,m2,,bloc,-6.446340560913086,72.14930572509766,2,ALEXIS-LEBRUN,FAN-ZHENDONG
FAN-ZHENDONG,22794,22806,garcon,coup_droit,3,att/att,FAN-ZHENDONG,,offensif,g3,,topspin,46.320719146728514,-97.71770645777384,2,FAN-ZHENDONG,ALEXIS-LEBRUN
ALEXIS-LEBRUN,22807,22833,garcon,revers,3,att/att,ALEXIS-LEBRUN,,intermediaire,m3,,bloc,-10.891565322875977,135.84026832580565,2,ALEXIS-LEBRUN,FAN-ZHENDONG
FAN-ZHENDONG,22834,22846,garcon,coup_droit,3,att/att,FAN-ZHENDONG,,intermediaire,m1,,bloc,4.8838764190673825,-42.052184422810875,2,FAN-ZHENDONG,ALEXIS-LEBRUN
ALEXIS-LEBRUN,22847,22869,garcon,revers,3,att/att,ALEXIS-LEBRUN,,defensif,m3,,poussette,-13.764178848266601,100.10602849324545,2,ALEXIS-LEBRUN,FAN-ZHENDONG
FAN-ZHENDONG,22870,22891,garcon,coup_droit,3,att/att,serveur_point_pour,,offensif,,out,topspin,,,,FAN-ZHENDONG,ALEXIS-LEBRUN
ALEXIS-LEBRUN,23176,23177,garcon,coup_droit,3,att/att,ALEXIS-LEBRUN,lat_droit,,g2,,,-54.02364149093628,63.206883112589516,2,ALEXIS-LEBRUN,FAN-ZHENDONG
FAN-ZHENDONG,23178,23195,garcon,revers,3,att/att,FAN-ZHENDONG,,defensif,m2,,poussette,-15.353953170776368,-69.45207554499308,2,FAN-ZHENDONG,ALEXIS-LEBRUN
ALEXIS-LEBRUN,23196,23211,garcon,coup_droit,3,att/att,ALEXIS-LEBRUN,,defensif,m2,,poussette,17.937925338745117,73.32893155415853,2,ALEXIS-LEBRUN,FAN-ZHENDONG
FAN-ZHENDONG,23212,23226,garcon,coup_droit,3,att/att,FAN-ZHENDONG,,intermediaire,m3,,flip,-0.8749549865722657,-135.38109899361928,2,FAN-ZHENDONG,ALEXIS-LEBRUN
ALEXIS-LEBRUN,23227,23251,garcon,coup_droit,3,att/att,serveur_point_pour,,offensif,,filet,topspin,,,,ALEXIS-LEBRUN,FAN-ZHENDONG
FAN-ZHENDONG,23603,23629,garcon,coup_droit,3,att/att,FAN-ZHENDONG,lat_droit,,g3,,,50.53548889160156,-122.79085466066996,2,FAN-ZHENDONG,ALEXIS-LEBRUN
ALEXIS-LEBRUN,23630,23637,garcon,revers,3,att/att,ALEXIS-LEBRUN,,offensif,m2,,topspin,-24.25307846069336,80.64125289916993,2,ALEXIS-LEBRUN,FAN-ZHENDONG
FAN-ZHENDONG,23638,23648,garcon,revers,3,att/att,FAN-ZHENDONG,,intermediaire,m3,,bloc,18.762188339233397,-104.12289484341939,2,FAN-ZHENDONG,ALEXIS-LEBRUN
ALEXIS-LEBRUN,23649,23663,garcon,revers,3,att/att,serveur_point_pour,,offensif,,out,topspin,,,,ALEXIS-LEBRUN,FAN-ZHENDONG
FAN-ZHENDONG,24032,24061,garcon,coup_droit,3,att/att,FAN-ZHENDONG,lat_droit,,m2,,,-2.6528491973876953,-58.271887143452965,2,FAN-ZHENDONG,ALEXIS-LEBRUN
ALEXIS-LEBRUN,24062,24074,garcon,coup_droit,3,att/att,ALEXIS-LEBRUN,,defensif,m2,,poussette,-3.805146026611328,87.70693550109863,2,ALEXIS-LEBRUN,FAN-ZHENDONG
FAN-ZHENDONG,24075,24085,garcon,coup_droit,3,att/att,FAN-ZHENDONG,,defensif,d1,,poussette,-44.088637351989746,-42.088819630940755,2,FAN-ZHENDONG,ALEXIS-LEBRUN
ALEXIS-LEBRUN,24086,24104,garcon,coup_droit,3,att/att,ALEXIS-LEBRUN,,defensif,g3,,poussette,-26.582206344604494,110.13787384033203,2,ALEXIS-LEBRUN,FAN-ZHENDONG
FAN-ZHENDONG,24105,24129,garcon,revers,3,att/att,serveur_point_pour,,offensif,,out,topspin,,,,FAN-ZHENDONG,ALEXIS-LEBRUN
FAN-ZHENDONG,24239,24290,garcon,coup_droit,4,att/att,FAN-ZHENDONG,lat_droit,,m2,,,15.54952392578125,72.09498875935873,2,FAN-ZHENDONG,ALEXIS-LEBRUN
ALEXIS-LEBRUN,24291,24303,garcon,coup_droit,4,att/att,ALEXIS-LEBRUN,,offensif,m3,,topspin,-5.832412338256836,-133.3257043659687,2,ALEXIS-LEBRUN,FAN-ZHENDONG
FAN-ZHENDONG,24304,24314,garcon,coup_droit,4,att/att,serveur_point_contre,,offensif,d3,pt_gagne,topspin,52.37240295410156,105.78420702616374,2,FAN-ZHENDONG,ALEXIS-LEBRUN
FAN-ZHENDONG,24670,24695,garcon,coup_droit,4,att/att,FAN-ZHENDONG,lat_droit,,m2,,,-1.5312545776367188,64.69000803629557,2,FAN-ZHENDONG,ALEXIS-LEBRUN
ALEXIS-LEBRUN,24696,24709,garcon,coup_droit,4,att/att,ALEXIS-LEBRUN,,intermediaire,g3,,flip,30.450967407226564,-102.5556901137034,2,ALEXIS-LEBRUN,FAN-ZHENDONG
FAN-ZHENDONG,24710,24723,garcon,revers,4,att/att,FAN-ZHENDONG,,offensif,g3,,topspin,-73.10323050022126,136.6280559539795,2,FAN-ZHENDONG,ALEXIS-LEBRUN
ALEXIS-LEBRUN,24724,24737,garcon,revers,4,att/att,ALEXIS-LEBRUN,,intermediaire,m3,,bloc,-13.345147323608398,-127.2924657424291,2,ALEXIS-LEBRUN,FAN-ZHENDONG
FAN-ZHENDONG,24738,24748,garcon,coup_droit,4,att/att,FAN-ZHENDONG,,offensif,m2,,topspin,-16.41121883392334,90.21183954874674,2,FAN-ZHENDONG,ALEXIS-LEBRUN
ALEXIS-LEBRUN,24749,24766,garcon,revers,4,att/att,ALEXIS-LEBRUN,,intermediaire,d2,,bloc,-38.824143409729004,-56.67903079986572,2,ALEXIS-LEBRUN,FAN-ZHENDONG
FAN-ZHENDONG,24767,24778,garcon,coup_droit,4,att/att,serveur_point_contre,,offensif,d2,pt_gagne,topspin,45.30042152404785,49.79839693705241,2,FAN-ZHENDONG,ALEXIS-LEBRUN
ALEXIS-LEBRUN,25075,25131,garcon,coup_droit,4,att/att,ALEXIS-LEBRUN,lat_droit,,d2,,,-33.55929069519043,-65.17653074264527,2,ALEXIS-LEBRUN,FAN-ZHENDONG
FAN-ZHENDONG,25132,25143,garcon,coup_droit,4,att/att,FAN-ZHENDONG,,defensif,m2,,poussette,-1.5833019256591796,58.98439229329427,2,FAN-ZHENDONG,ALEXIS-LEBRUN
ALEXIS-LEBRUN,25144,25156,garcon,coup_droit,4,att/att,ALEXIS-LEBRUN,,defensif,d2,,poussette,-30.934487342834473,-67.9106922785441,2,ALEXIS-LEBRUN,FAN-ZHENDONG
FAN-ZHENDONG,25157,25167,garcon,revers,4,att/att,FAN-ZHENDONG,,offensif,g3,,flip,-45.406433296203616,98.66960779825847,2,FAN-ZHENDONG,ALEXIS-LEBRUN
ALEXIS-LEBRUN,25168,25178,garcon,revers,4,att/att,ALEXIS-LEBRUN,,intermediaire,m2,,bloc,-7.918821716308594,-87.51410853068033,2,ALEXIS-LEBRUN,FAN-ZHENDONG
