nom,debut,fin,genre,lateralite,set,systeme,coup,type_service,type_coup,zone_jeu,faute,effet_coup,coor_balle_x,coor_balle_y,coor_balle_z,joueur_frappe,joueur_sur
FAN-ZHENDONG,25179,25187,garcon,revers,4,att/att,FAN-ZHENDONG,,offensif,g2,,topspin,-45.526255989074706,86.707785542806,2,FAN-ZHENDONG,ALEXIS-LEBRUN
ALEXIS-LEBRUN,25188,25200,garcon,revers,4,att/att,ALEXIS-LEBRUN,,offensif,g3,,topspin,32.83225860595703,-92.59991769790649,2,ALEXIS-LEBRUN,FAN-ZHENDONG
FAN-ZHENDONG,25201,25225,garcon,revers,4,att/att,serveur_point_pour,,intermediaire,,filet,topspin,,,,FAN-ZHENDONG,ALEXIS-LEBRUN
ALEXIS-LEBRUN,25505,25527,garcon,coup_droit,4,att/att,ALEXIS-LEBRUN,lat_gauche,,g3,,,55.10584182739258,-97.90899171829224,2,ALEXIS-LEBRUN,FAN-ZHENDONG
FAN-ZHENDONG,25528,25537,garcon,revers,4,att/att,FAN-ZHENDONG,,offensif,m2,,topspin,-16.493192863464355,81.51683959960937,2,FAN-ZHENDONG,ALEXIS-LEBRUN
ALEXIS-LEBRUN,25538,25557,garcon,revers,4,att/att,serveur_point_pour,,offensif,,filet,topspin,,,,ALEXIS-LEBRUN,FAN-ZHENDONG
FAN-ZHENDONG,25992,26017,garcon,coup_droit,4,att/att,FAN-ZHENDONG,lat_droit,,g2,,,-62.38075156211853,68.22538401285807,2,FAN-ZHENDONG,ALEXIS-LEBRUN
ALEXIS-LEBRUN,26018,26032,garcon,revers,4,att/att,ALEXIS-LEBRUN,,offensif,g3,,topspin,48.307244873046876,-125.85569881598154,2,ALEXIS-LEBRUN,FAN-ZHENDONG
FAN-ZHENDONG,26033,26040,garcon,coup_droit,4,att/att,FAN-ZHENDONG,,offensif,m3,,topspin,18.47292366027832,134.62146390279133,2,FAN-ZHENDONG,ALEXIS-LEBRUN
ALEXIS-LEBRUN,26041,26067,garcon,coup_droit,4,att/att,serveur_point_pour,,intermediaire,,filet,bloc,,,,ALEXIS-LEBRUN,FAN-ZHENDONG
FAN-ZHENDONG,26495,26517,garcon,coup_droit,4,att/att,FAN-ZHENDONG,lat_droit,,g3,,,-61.7977837562561,124.5253719329834,2,FAN-ZHENDONG,ALEXIS-LEBRUN
ALEXIS-LEBRUN,26518,26525,garcon,revers,4,att/att,ALEXIS-LEBRUN,,offensif,d2,,topspin,-49.95856494903565,-81.64483200709024,2,ALEXIS-LEBRUN,FAN-ZHENDONG
FAN-ZHENDONG,26526,26539,garcon,coup_droit,4,att/att,serveur_point_contre,,intermediaire,g3,pt_gagne,topspin,-53.50124187469483,114.50117416381836,2,FAN-ZHENDONG,ALEXIS-LEBRUN
ALEXIS-LEBRUN,26943,26962,garcon,coup_droit,4,att/att,ALEXIS-LEBRUN,lat_droit,,d1,,,-35.96586990356445,-38.641565004984535,2,ALEXIS-LEBRUN,FAN-ZHENDONG
FAN-ZHENDONG,26963,26977,garcon,coup_droit,4,att/att,FAN-ZHENDONG,,defensif,m2,,poussette,5.888496780395508,69.9191047668457,2,FAN-ZHENDONG,ALEXIS-LEBRUN
ALEXIS-LEBRUN,26978,26992,garcon,coup_droit,4,att/att,ALEXIS-LEBRUN,,intermediaire,d2,,flip,-38.92701320648193,-67.11999543507893,2,ALEXIS-LEBRUN,FAN-ZHENDONG
FAN-ZHENDONG,26993,27003,garcon,coup_droit,4,att/att,serveur_point_contre,,offensif,g2,pt_gagne,topspin,-32.060847473144534,88.5960578918457,2,FAN-ZHENDONG,ALEXIS-LEBRUN
ALEXIS-LEBRUN,27258,27292,garcon,coup_droit,4,att/att,ALEXIS-LEBRUN,lat_droit,,d2,,,-25.587939643859862,-58.627560488382976,2,ALEXIS-LEBRUN,FAN-ZHENDONG
FAN-ZHENDONG,27293,27307,garcon,revers,4,att/att,FAN-ZHENDONG,,intermediaire,g3,,flip,-31.90290069580078,104.80462023417155,2,FAN-ZHENDONG,ALEXIS-LEBRUN
ALEXIS-LEBRUN,27308,27332,garcon,revers,4,att/att,serveur_point_pour,,offensif,,out,topspin,,,,ALEXIS-LEBRUN,FAN-ZHENDONG
FAN-ZHENDONG,27645,27688,garcon,coup_droit,4,att/att,FAN-ZHENDONG,lat_droit,,g3,,,-53.43985557556152,120.52878952026367,2,FAN-ZHENDONG,ALEXIS-LEBRUN
ALEXIS-LEBRUN,27689,27703,garcon,revers,4,att/att,serveur_point_pour,,offensif,,out,topspin,,,,ALEXIS-LEBRUN,FAN-ZHENDONG
FAN-ZHENDONG,28120,28149,garcon,coup_droit,4,att/att,FAN-ZHENDONG,lat_droit,,d2,,,34.239363479614255,74.93838958740234,2,FAN-ZHENDONG,ALEXIS-LEBRUN
ALEXIS-LEBRUN,28150,28161,garcon,coup_droit,4,att/att,ALEXIS-LEBRUN,,defensif,m2,,poussette,4.781890869140625,-53.41937700907389,2,ALEXIS-LEBRUN,FAN-ZHENDONG
FAN-ZHENDONG,28162,28175,garcon,coup_droit,4,att/att,FAN-ZHENDONG,,defensif,m3,,poussette,13.568383407592773,118.49345372517904,2,FAN-ZHENDONG,ALEXIS-LEBRUN
ALEXIS-LEBRUN,28176,28185,garcon,coup_droit,4,att/att,serveur_point_contre,,offensif,g3,pt_gagne,topspin,41.80821189880371,-103.75777525901795,2,ALEXIS-LEBRUN,FAN-ZHENDONG
ALEXIS-LEBRUN,28482,28512,garcon,coup_droit,4,att/att,ALEXIS-LEBRUN,lat_droit,,m2,,,-2.6659244537353515,-59.7052853902181,2,ALEXIS-LEBRUN,FAN-ZHENDONG
FAN-ZHENDONG,28513,28525,garcon,revers,4,att/att,FAN-ZHENDONG,,offensif,d3,,flip,52.544410705566406,127.18864529927572,2,FAN-ZHENDONG,ALEXIS-LEBRUN
ALEXIS-LEBRUN,28526,28535,garcon,coup_droit,4,att/att,ALEXIS-LEBRUN,,offensif,g3,,topspin,48.580694580078124,-92.01649808883667,2,ALEXIS-LEBRUN,FAN-ZHENDONG
FAN-ZHENDONG,28536,28554,garcon,revers,4,att/att,serveur_point_pour,,intermediaire,,filet,bloc,,,,FAN-ZHENDONG,ALEXIS-LEBRUN
ALEXIS-LEBRUN,29020,29055,garcon,coup_droit,4,att/att,ALEXIS-LEBRUN,lat_gauche,,g2,,,48.61348419189453,-87.95890054702758,2,ALEXIS-LEBRUN,FAN-ZHENDONG
FAN-ZHENDONG,29056,29064,garcon,revers,4,att/att,FAN-ZHENDONG,,intermediaire,m3,,topspin,-3.4908397674560545,121.97616767883301,2,FAN-ZHENDONG,ALEXIS-LEBRUN
ALEXIS-LEBRUN,29065,29076,garcon,coup_droit,4,att/att,ALEXIS-LEBRUN,,offensif,g3,,topspin,39.63531303405762,-94.49543259938558,2,ALEXIS-LEBRUN,FAN-ZHENDONG
FAN-ZHENDONG,29077,29087,garcon,revers,4,att/att,FAN-ZHENDONG,,intermediaire,g3,,topspin,,,,FAN-ZHENDONG,ALEXIS-LEBRUN
ALEXIS-LEBRUN,29088,29108,garcon,revers,4,att/att,serveur_point_pour,,offensif,,filet,topspin,,,,ALEXIS-LEBRUN,FAN-ZHENDONG
FAN-ZHENDONG,29529,29555,garcon,coup_droit,4,att/att,FAN-ZHENDONG,lat_droit,,m2,,,-3.9755809783935545,69.12454058329264,2,FAN-ZHENDONG,ALEXIS-LEBRUN
ALEXIS-LEBRUN,29556,29566,garcon,revers,4,att/att,ALEXIS-LEBRUN,,offensif,g2,,flip,39.703059387207034,-86.29422403971354,2,ALEXIS-LEBRUN,FAN-ZHENDONG
FAN-ZHENDONG,29567,29588,garcon,revers,4,att/att,serveur_point_pour,,intermediaire,,out,topspin,,,,FAN-ZHENDONG,ALEXIS-LEBRUN
FAN-ZHENDONG,29911,29940,garcon,coup_droit,4,att/att,FAN-ZHENDONG,lat_droit,,d2,,,31.893369674682617,68.2419334411621,2,FAN-ZHENDONG,ALEXIS-LEBRUN
ALEXIS-LEBRUN,29941,29952,garcon,revers,4,att/att,ALEXIS-LEBRUN,,defensif,d1,,poussette,-57.88116645812988,-41.37861398061116,2,ALEXIS-LEBRUN,FAN-ZHENDONG
FAN-ZHENDONG,29953,29980,garcon,coup_droit,4,att/att,serveur_point_pour,,intermediaire,,filet,flip,,,,FAN-ZHENDONG,ALEXIS-LEBRUN
ALEXIS-LEBRUN,30379,30411,garcon,coup_droit,4,att/att,ALEXIS-LEBRUN,lat_gauche,,g3,,,67.76869125366211,-121.33156309127807,2,ALEXIS-LEBRUN,FAN-ZHENDONG
FAN-ZHENDONG,30412,30422,garcon,revers,4,att/att,FAN-ZHENDONG,,intermediaire,m3,,topspin,-16.192759132385255,113.38353029886882,2,FAN-ZHENDONG,ALEXIS-LEBRUN
ALEXIS-LEBRUN,30423,30444,garcon,coup_droit,4,att/att,serveur_point_pour,,offensif,,out,topspin,,,,ALEXIS-LEBRUN,FAN-ZHENDONG
ALEXIS-LEBRUN,30700,30740,garcon,coup_droit,4,att/att,ALEXIS-LEBRUN,lat_gauche,,d1,,,-49.57856531143189,-43.918219566345215,2,ALEXIS-LEBRUN,FAN-ZHENDONG
FAN-ZHENDONG,30741,30755,garcon,coup_droit,4,att/att,FAN-ZHENDONG,,defensif,m2,,poussette,5.7107994079589846,50.1130625406901,2,FAN-ZHENDONG,ALEXIS-LEBRUN
ALEXIS-LEBRUN,30756,30786,garcon,coup_droit,4,att/att,serveur_point_pour,,intermediaire,,filet,flip,,,,ALEXIS-LEBRUN,FAN-ZHENDONG
ALEXIS-LEBRUN,30928,30966,garcon,coup_droit,5,att/att,ALEXIS-LEBRUN,lat_droit,,d2,,,56.31844863891602,54.655898030598955,2,ALEXIS-LEBRUN,FAN-ZHENDONG
FAN-ZHENDONG,30967,30983,garcon,revers,5,att/att,FAN-ZHENDONG,,defensif,d2,,poussette,-38.7506929397583,-49.22390530904134,2,FAN-ZHENDONG,ALEXIS-LEBRUN
ALEXIS-LEBRUN,30984,30992,garcon,coup_droit,5,att/att,ALEXIS-LEBRUN,,offensif,d3,,flip,45.77486343383789,107.8655153910319,2,ALEXIS-LEBRUN,FAN-ZHENDONG
FAN-ZHENDONG,30993,31016,garcon,coup_droit,5,att/att,serveur_point_pour,,intermediaire,,out,topspin,,,,FAN-ZHENDONG,ALEXIS-LEBRUN
ALEXIS-LEBRUN,31456,31497,garcon,coup_droit,5,att/att,ALEXIS-LEBRUN,lat_droit,,d2,,,34.10138473510742,58.50947596232096,2,ALEXIS-LEBRUN,FAN-ZHENDONG
FAN-ZHENDONG,31498,31514,garcon,revers,5,att/att,FAN-ZHENDONG,,defensif,d2,,poussette,-25.55975971221924,-55.687493578592935,2,FAN-ZHENDONG,ALEXIS-LEBRUN
ALEXIS-LEBRUN,31515,31528,garcon,coup_droit,5,att/att,ALEXIS-LEBRUN,,defensif,d3,,poussette,50.094293212890626,95.28997065226237,2,ALEXIS-LEBRUN,FAN-ZHENDONG
FAN-ZHENDONG,31529,31538,garcon,coup_droit,5,att/att,serveur_point_contre,,offensif,d2,pt_gagne,topspin,-39.16230983734131,-91.00159568786621,2,FAN-ZHENDONG,ALEXIS-LEBRUN
FAN-ZHENDONG,31967,31995,garcon,coup_droit,5,att/att,FAN-ZHENDONG,lat_droit,,m2,,,-0.3293312072753906,-75.2330129623413,2,FAN-ZHENDONG,ALEXIS-LEBRUN
ALEXIS-LEBRUN,31996,32008,garcon,coup_droit,5,att/att,ALEXIS-LEBRUN,,defensif,g3,,poussette,-29.29172706604004,101.60376917521158,2,ALEXIS-LEBRUN,FAN-ZHENDONG
FAN-ZHENDONG,32009,32019,garcon,revers,5,att/att,FAN-ZHENDONG,,offensif,g3,,topspin,63.57604217529297,-115.37455282211303,2,FAN-ZHENDONG,ALEXIS-LEBRUN
ALEXIS-LEBRUN,32020,32050,garcon,revers,5,att/att,serveur_point_pour,,intermediaire,,out,bloc,,,,ALEXIS-LEBRUN,FAN-ZHENDONG
FAN-ZHENDONG,32555,32582,garcon,coup_droit,5,att/att,FAN-ZHENDONG,lat_droit,,m2,,,4.552240371704102,-79.01467491785685,2,FAN-ZHENDONG,ALEXIS-LEBRUN
ALEXIS-LEBRUN,32583,32594,garcon,coup_droit,5,att/att,serveur_point_contre,,offensif,g3,pt_gagne,topspin,-53.28645143508911,135.5913823445638,2,ALEXIS-LEBRUN,FAN-ZHENDONG
ALEXIS-LEBRUN,32978,33036,garcon,coup_droit,5,att/att,ALEXIS-LEBRUN,lat_droit,,d2,,,36.41261749267578,62.485449981689456,2,ALEXIS-LEBRUN,FAN-ZHENDONG
FAN-ZHENDONG,33037,33049,garcon,coup_droit,5,att/att,FAN-ZHENDONG,,defensif,g3,,poussette,46.29867095947266,-100.43086764017741,2,FAN-ZHENDONG,ALEXIS-LEBRUN
ALEXIS-LEBRUN,33050,33062,garcon,coup_droit,5,att/att,ALEXIS-LEBRUN,,offensif,g3,,topspin,-42.49594573974609,117.78987655639648,2,ALEXIS-LEBRUN,FAN-ZHENDONG
FAN-ZHENDONG,33063,33082,garcon,revers,5,att/att,serveur_point_pour,,intermediaire,,out,bloc,,,,FAN-ZHENDONG,ALEXIS-LEBRUN
ALEXIS-LEBRUN,33416,33478,garcon,coup_droit,5,att/att,serveur_point_pour,lat_gauche,,,out,,,,,ALEXIS-LEBRUN,FAN-ZHENDONG
FAN-ZHENDONG,34026,34056,garcon,coup_droit,5,att/att,FAN-ZHENDONG,lat_droit,,m2,,,-0.1477489471435547,-55.216078758239746,2,FAN-ZHENDONG,ALEXIS-LEBRUN
ALEXIS-LEBRUN,34057,34069,garcon,coup_droit,5,att/att,ALEXIS-LEBRUN,,defensif,m2,,poussette,1.1578994750976563,88.71368077596028,2,ALEXIS-LEBRUN,FAN-ZHENDONG
FAN-ZHENDONG,34070,34086,garcon,coup_droit,5,att/att,FAN-ZHENDONG,,offensif,g3,,topspin,35.09664077758789,-95.06756375630697,2,FAN-ZHENDONG,ALEXIS-LEBRUN
ALEXIS-LEBRUN,34087,34107,garcon,revers,5,att/att,serveur_point_pour,,offensif,,out,topspin,,,,ALEXIS-LEBRUN,FAN-ZHENDONG
FAN-ZHENDONG,34617,34678,garcon,coup_droit,5,att/att,FAN-ZHENDONG,lat_droit,,d2,,,-52.508721923828126,-60.726237042744955,2,FAN-ZHENDONG,ALEXIS-LEBRUN
ALEXIS-LEBRUN,34679,34692,garcon,coup_droit,5,att/att,ALEXIS-LEBRUN,,defensif,g3,,poussette,-45.271701622009275,112.1197462717692,2,ALEXIS-LEBRUN,FAN-ZHENDONG
FAN-ZHENDONG,34693,34702,garcon,revers,5,att/att,FAN-ZHENDONG,,offensif,g3,,topspin,41.70733528137207,-116.03679343859355,2,FAN-ZHENDONG,ALEXIS-LEBRUN
ALEXIS-LEBRUN,34703,34722,garcon,revers,5,att/att,serveur_point_pour,,offensif,,filet,topspin,,,,ALEXIS-LEBRUN,FAN-ZHENDONG
ALEXIS-LEBRUN,35227,35251,garcon,coup_droit,5,att/att,ALEXIS-LEBRUN,lat_droit,,g2,,,37.508597946166994,-78.33735907872519,2,ALEXIS-LEBRUN,FAN-ZHENDONG
FAN-ZHENDONG,35252,35263,garcon,revers,5,att/att,FAN-ZHENDONG,,intermediaire,m3,,flip,1.1965671539306642,92.97601216634115,2,FAN-ZHENDONG,ALEXIS-LEBRUN
ALEXIS-LEBRUN,35264,35278,garcon,coup_droit,5,att/att,ALEXIS-LEBRUN,,offensif,g3,,topspin,61.45867691040039,-113.03998158772787,2,ALEXIS-LEBRUN,FAN-ZHENDONG
FAN-ZHENDONG,35279,35288,garcon,revers,5,att/att,FAN-ZHENDONG,,intermediaire,m1,,topspin,12.91265640258789,44.192251968383786,2,FAN-ZHENDONG,ALEXIS-LEBRUN
ALEXIS-LEBRUN,35289,35315,garcon,coup_droit,5,att/att,ALEXIS-LEBRUN,,intermediaire,g2,,topspin,61.71899337768555,-79.74093786875407,2,ALEXIS-LEBRUN,FAN-ZHENDONG
FAN-ZHENDONG,35316,35329,garcon,coup_droit,5,att/att,FAN-ZHENDONG,,offensif,g3,,topspin,-53.4858943939209,116.00821736653646,2,FAN-ZHENDONG,ALEXIS-LEBRUN
ALEXIS-LEBRUN,35330,35351,garcon,revers,5,att/att,serveur_point_pour,,offensif,,out,topspin,,,,ALEXIS-LEBRUN,FAN-ZHENDONG
ALEXIS-LEBRUN,35786,35794,garcon,coup_droit,5,att/att,ALEXIS-LEBRUN,lat_gauche,,g2,,,61.698177337646484,-82.40321391423544,2,ALEXIS-LEBRUN,FAN-ZHENDONG
FAN-ZHENDONG,35795,35805,garcon,revers,5,att/att,FAN-ZHENDONG,,intermediaire,m3,,topspin,-11.079380798339844,115.69851659138997,2,FAN-ZHENDONG,ALEXIS-LEBRUN
ALEXIS-LEBRUN,35806,35824,garcon,revers,5,att/att,serveur_point_pour,,offensif,,filet,topspin,,,,ALEXIS-LEBRUN,FAN-ZHENDONG
FAN-ZHENDONG,36370,36398,garcon,coup_droit,5,att/att,FAN-ZHENDONG,lat_droit,,d2,,,40.941193389892575,63.58140538533529,2,FAN-ZHENDONG,ALEXIS-LEBRUN
ALEXIS-LEBRUN,36399,36410,garcon,coup_droit,5,att/att,ALEXIS-LEBRUN,,defensif,d1,,poussette,-55.11804552078247,-44.2524222056071,2,ALEXIS-LEBRUN,FAN-ZHENDONG
FAN-ZHENDONG,36411,36435,garcon,coup_droit,5,att/att,serveur_point_pour,,defensif,,filet,poussette,,,,FAN-ZHENDONG,ALEXIS-LEBRUN
FAN-ZHENDONG,36838,36869,garcon,coup_droit,5,att/att,FAN-ZHENDONG,lat_droit,,m2,,,-6.605070114135742,54.938057072957356,2,FAN-ZHENDONG,ALEXIS-LEBRUN
ALEXIS-LEBRUN,36870,36883,garcon,coup_droit,5,att/att,ALEXIS-LEBRUN,,defensif,m3,,poussette,-8.118538284301758,-109.16949710845947,2,ALEXIS-LEBRUN,FAN-ZHENDONG
FAN-ZHENDONG,36884,36895,garcon,coup_droit,5,att/att,FAN-ZHENDONG,,offensif,m3,,topspin,-13.466463088989258,131.85910301208497,2,FAN-ZHENDONG,ALEXIS-LEBRUN
ALEXIS-LEBRUN,36896,36908,garcon,revers,5,att/att,ALEXIS-LEBRUN,,intermediaire,m3,,bloc,20.992555999755858,-119.17978791395824,2,ALEXIS-LEBRUN,FAN-ZHENDONG
FAN-ZHENDONG,36909,36925,garcon,revers,5,att/att,serveur_point_pour,,offensif,,filet,topspin,,,,FAN-ZHENDONG,ALEXIS-LEBRUN
ALEXIS-LEBRUN,37411,37436,garcon,coup_droit,5,att/att,ALEXIS-LEBRUN,lat_droit,,m3,,,1.725238037109375,-120.67604785760244,2,ALEXIS-LEBRUN,FAN-ZHENDONG
FAN-ZHENDONG,37437,37457,garcon,revers,5,att/att,serveur_point_pour,,intermediaire,,filet,topspin,,,,FAN-ZHENDONG,ALEXIS-LEBRUN
ALEXIS-LEBRUN,37714,37741,garcon,coup_droit,5,att/att,ALEXIS-LEBRUN,lat_droit,,d2,,,-30.762541198730467,-50.16781501770019,2,ALEXIS-LEBRUN,FAN-ZHENDONG
FAN-ZHENDONG,37742,37755,garcon,revers,5,att/att,FAN-ZHENDONG,,intermediaire,g3,,flip,-56.436607933044435,99.68067334493001,2,FAN-ZHENDONG,ALEXIS-LEBRUN
ALEXIS-LEBRUN,37756,37762,garcon,revers,5,att/att,ALEXIS-LEBRUN,,offensif,g3,,topspin,59.40407867431641,-101.34210529327393,2,ALEXIS-LEBRUN,FAN-ZHENDONG
FAN-ZHENDONG,37763,37782,garcon,revers,5,att/att,serveur_point_pour,,intermediaire,,out,bloc,,,,FAN-ZHENDONG,ALEXIS-LEBRUN
FAN-ZHENDONG,38260,38288,garcon,coup_droit,5,att/att,FAN-ZHENDONG,lat_droit,,m2,,,17.877042770385742,66.35421854654948,2,FAN-ZHENDONG,ALEXIS-LEBRUN
ALEXIS-LEBRUN,38289,38301,garcon,coup_droit,5,att/att,ALEXIS-LEBRUN,,defensif,g3,,poussette,39.48844108581543,-112.27403702735901,2,ALEXIS-LEBRUN,FAN-ZHENDONG
FAN-ZHENDONG,38302,38311,garcon,revers,5,att/att,FAN-ZHENDONG,,offensif,g2,,topspin,-32.04648571014404,90.07000223795573,2,FAN-ZHENDONG,ALEXIS-LEBRUN
ALEXIS-LEBRUN,38312,38336,garcon,revers,5,att/att,serveur_point_pour,,intermediaire,,out,bloc,,,,ALEXIS-LEBRUN,FAN-ZHENDONG
FAN-ZHENDONG,38815,38846,garcon,coup_droit,5,att/att,FAN-ZHENDONG,lat_droit,,m2,,,3.3181724548339844,55.8920706431071,2,FAN-ZHENDONG,ALEXIS-LEBRUN
ALEXIS-LEBRUN,38847,38859,garcon,coup_droit,5,att/att,ALEXIS-LEBRUN,,defensif,d3,,poussette,-28.623116874694823,-101.62475210825602,2,ALEXIS-LEBRUN,FAN-ZHENDONG
FAN-ZHENDONG,38860,38886,garcon,coup_droit,5,att/att,serveur_point_pour,,offensif,,out,topspin,,,,FAN-ZHENDONG,ALEXIS-LEBRUN
ALEXIS-LEBRUN,39423,39481,garcon,coup_droit,5,att/att,ALEXIS-LEBRUN,lat_droit,,g1,,,37.81559104919434,-41.37965049743652,2,ALEXIS-LEBRUN,FAN-ZHENDONG
FAN-ZHENDONG,39482,39496,garcon,revers,5,att/att,FAN-ZHENDONG,,intermediaire,m3,,flip,-13.845442581176759,91.43900578816732,2,FAN-ZHENDONG,ALEXIS-LEBRUN
ALEXIS-LEBRUN,39497,39510,garcon,coup_droit,5,att/att,ALEXIS-LEBRUN,,offensif,m3,,topspin,11.670043182373046,-96.61014467875162,2,ALEXIS-LEBRUN,FAN-ZHENDONG
FAN-ZHENDONG,39511,39532,garcon,revers,5,att/att,serveur_point_pour,,offensif,,out,topspin,,,,FAN-ZHENDONG,ALEXIS-LEBRUN
ALEXIS-LEBRUN,40079,40101,garcon,coup_droit,5,att/att,ALEXIS-LEBRUN,lat_droit,,m3,,,16.12856788635254,-133.95999713540078,2,ALEXIS-LEBRUN,FAN-ZHENDONG
FAN-ZHENDONG,40102,40124,garcon,revers,5,att/att,serveur_point_pour,,intermediaire,,out,topspin,,,,FAN-ZHENDONG,ALEXIS-LEBRUN
FAN-ZHENDONG,40668,40733,garcon,coup_droit,5,att/att,FAN-ZHENDONG,lat_droit,,m2,,,8.292278289794922,66.94174067179362,2,FAN-ZHENDONG,ALEXIS-LEBRUN
ALEXIS-LEBRUN,40734,40747,garcon,coup_droit,5,att/att,ALEXIS-LEBRUN,,defensif,g3,,poussette,46.26559143066406,-104.50116686820984,2,ALEXIS-LEBRUN,FAN-ZHENDONG
FAN-ZHENDONG,40748,40758,garcon,revers,5,att/att,FAN-ZHENDONG,,offensif,g3,,topspin,-50.7065507888794,117.20881741841634,2,FAN-ZHENDONG,ALEXIS-LEBRUN
ALEXIS-LEBRUN,40759,40788,garcon,revers,5,att/att,serveur_point_pour,,intermediaire,,out,bloc,,,,ALEXIS-LEBRUN,FAN-ZHENDONG
FAN-ZHENDONG,41234,41270,garcon,coup_droit,5,att/att,FAN-ZHENDONG,lat_droit,,d2,,,47.61715545654297,61.834465154012044,2,FAN-ZHENDONG,ALEXIS-LEBRUN
ALEXIS-LEBRUN,41271,41284,garcon,coup_droit,5,att/att,ALEXIS-LEBRUN,,intermediaire,m3,,flip,-13.060702514648437,-96.78773746490478,2,ALEXIS-LEBRUN,FAN-ZHENDONG
FAN-ZHENDONG,41285,41297,garcon,coup_droit,5,att/att,FAN-ZHENDONG,,offensif,g3,,topspin,-64.73833026885987,114.18401743570963,2,FAN-ZHENDONG,ALEXIS-LEBRUN
ALEXIS-LEBRUN,41298,41312,garcon,revers,5,att/att,serveur_point_contre,,intermediaire,d2,pt_gagne,bloc,-75.4574881851673,-85.75448185602824,2,ALEXIS-LEBRUN,FAN-ZHENDONG
